,ESPECIE,SEXO,HABITAT,PESO_g,TAMANHO_cm,BICO_mm,ASA_cm
8423,ARARA AZUL,FEMEA,MARAJO,1072.31,97.702,90.34,32.099
8424,ANAMBE,FEMEA,MARAJO,72.549,17.887,14.552,12.844
8425,ARARA AZUL,FEMEA,MARAJO,1036.113,90.07,88.019,32.212
8426,PICA-PAU,FEMEA,MOSQUEIRO,43.075,19.254,24.817,9.944
8427,ANAMBE,MACHO,MOSQUEIRO,80.237,18.721,15.938,12.847
8428,ANAMBE,FEMEA,MOSQUEIRO,69.522,15.605,13.32,16.589
8429,PICA-PAU,MACHO,MOSQUEIRO,61.186,22.226,25.502,10.795
8430,PICA-PAU,FEMEA,MOSQUEIRO,47.1,18.915,22.384,10.083
8431,PICA-PAU,FEMEA,MOSQUEIRO,55.541,19.776,21.974,8.469
8432,ANAMBE,FEMEA,MARAJO,76.398,19.18,17.199,13.303
8433,PICA-PAU,MACHO,MOSQUEIRO,70.454,21.722,24.104,11.915
8434,ANANBE,FEMEA,MARAJO,65.356,18.351,13.335,11.954
8435,ARARA AZUL,MACHO,MARAJO,1164.375,102.489,98.121,40.025
8436,ANAMBE,MACHO,MOSQUEIRO,77.257,20.43,15.059,12.105
8437,ANAMBE,FEMEA,MARAJO,74.938,21.174,14.368,12.524
8438,ANAMBE,MACHO,MOSQUEIRO,73.198,21.019,15.041,14.892
8439,ANAMBE,FEMEA,MOSQUEIRO,65.632,19.382,13.937,14.458
8440,ARARA AZUL,FEMEA,MARAJO,1169.027,89.939,99.121,29.433
8441,PICA-PAU,FEMEA,MOSQUEIRO,55.316,20.573,22.312,10.079
8442,PICA-PAU,FEMEA,MOSQUEIRO,54.659,21.745,21.324,11.148
8443,ANAMBE,FEMEA,MARAJO,74.663,20.748,14.945,13.049
8444,ANAMBE,MACHO,MOSQUEIRO,79.455,21.258,15.007,13.779
8445,ANAMBE,FEMEA,MOSQUEIRO,68.005,17.648,12.065,12.042
8446,PICA-PAU,MACHO,MOSQUEIRO,63.802,25.609,24.654,11.494
8447,ANAMBE,FEMEA,MARAJO,74.99,22.227,15.317,13.235
8448,PICA-PAU,FEMEA,MOSQUEIRO,63.832,20.171,22.835,9.977
8449,ANAMBE,FEMEA,MOSQUEIRO,72.387,16.238,11.396,15.417
8450,PICA-PAU,FEMEA,MOSQUEIRO,54.384,21.228,22.948,10.519
8451,ARARA AZUL,FEMEA,MARAJO,1128.53,101.172,89.766,29.511
8452,ANAMBE,MACHO,MARAJO,91.873,22.188,16.273,14.653
8453,PICA-PAU,MACHO,MOSQUEIRO,64.494,20.986,24.856,11.771
8454,ARARA AZUL,MACHO,MARAJO,1164.81,108.102,99.046,38.312
8455,ANAMBE,FEMEA,MARAJO,62.993,18.811,14.864,13.687
8456,ANAMBE,FEMEA,MOSQUEIRO,74.997,19.678,11.492,13.821
8457,PICA-PAU,FEMEA,MOSQUEIRO,57.019,20.707,23.15,9.308
8458,ARARA AZUL,FEMEA,MARAJO,1127.8,93.906,90.889,28.184
8459,PICA-PAU,MACHO,MOSQUEIRO,62.311,25.593,25.025,12.77
8460,PICA-PAU,MACHO,MOSQUEIRO,56.802,19.307,26.795,13.219
8461,PICA-PAU,MACHO,MOSQUEIRO,63.265,21.248,24.7,12.63
8462,ARARA AZUL,FEMEA,MARAJO,1421.878,87.758,94.205,30.456
8463,PICA-PAU,FEMEA,MOSQUEIRO,52.392,22.139,22.252,8.958
8464,PICA-PAU,MACHO,MOSQUEIRO,68.279,25.693,21.8,11.38
8465,ARARA AZUL,FEMEA,MARAJO,899.674,91.033,86.53,35.91
8466,ARARA AZUL,MACHO,MARAJO,1302.876,96.498,95.74,38.184
8467,ANAMBE,MACHO,MOSQUEIRO,85.691,19.866,15.162,12.938
8468,ARARA AZUL,MACHO,MARAJO,1365.679,94.909,100.347,33.196
8469,PICA-PAU,FEMEA,MOSQUEIRO,56.883,20.073,20.734,8.676
8470,PICA-PAU,MACHO,MOSQUEIRO,58.202,22.611,24.611,10.579
8471,ARARA AZUL,MACHO,MARAJO,1370.432,99.409,98.688,36.262
8472,ANAMBE,FEMEA,MOSQUEIRO,71.035,16.591,14.325,14.298
8473,ARARA AZUL,FEMEA,MARAJO,1299.687,91.116,87.531,32.023
8474,ANAMBE,MACHO,MARAJO,89.077,20.747,17.525,13.43
8475,ARARA AZUL,FEMEA,MARAJO,1175.085,87.43,90.247,36.145
8476,ANAMBE,MACHO,MOSQUEIRO,83.277,20.634,14.855,13.365
8477,ARARA AZUL,MACHO,MARAJO,1354.753,90.826,96.719,39.102
8478,ANAMBE,MACHO,,84.49,22.283,17.474,12.639
8479,ANAMBE,FEMEA,MARAJO,73.386,15.751,15.854,11.75
8480,PICA-PAU,FEMEA,MOSQUEIRO,60.033,20.501,21.494,9.585
8481,ANAMBE,FEMEA,MARAJO,71.193,19.701,15.041,9.958
8482,ARARA AZUL,MACHO,MARAJO,1377.915,100.245,101.352,41.661
8483,ANAMBE,MACHO,,90.803,20.774,14.837,14.571
8484,ANAMBE,FEMEA,MOSQUEIRO,66.594,17.086,11.323,13.909
8485,PICA-PAU,FEMEA,MOSQUEIRO,58.234,19.123,19.861,10.18
8486,ARARA AZUL,FEMEA,MARAJO,803.523,92.54,82.573,33.475
8487,ANAMBE,FEMEA,MOSQUEIRO,62.953,15.957,11.891,13.663
8488,ANAMBE,MACHO,MOSQUEIRO,79.344,20.932,15.729,12.092
8489,ANAMBE,MACHO,MARAJO,90.192,27.339,16.612,12.284
8490,ARARA AZUL,MACHO,MARAJO,1311.93,101.495,95.744,34.694
8491,PICA-PAU,FEMEA,MOSQUEIRO,60.084,18.793,22.537,10.931
8492,ARARA AZUL,FEMEA,MARAJO,1416.704,99.719,85.565,26.252
8493,ARARA AZUL,MACHO,MARAJO,1474.103,87.463,99.017,32.874
8494,ANAMBE,MACHO,MOSQUEIRO,81.595,20.612,15.563,12.228
8495,ANAMBE,MACHO,MOSQUEIRO,86.766,19.607,16.202,10.636
8496,ARARA AZUL,MACHO,MARAJO,1192.14,97.752,103.589,37.088
8497,ANAMBE,MACHO,MOSQUEIRO,80.311,20.965,14.547,9.468
8498,ARARA AZUL,MACHO,MARAJO,967.054,94.192,96.488,36.306
8499,PICA-PAU,FEMEA,MOSQUEIRO,52.397,19.767,20.721,8.585
8500,ANAMBE,FEMEA,MOSQUEIRO,66.217,14.8,15.035,14.613
8501,PICA-PAU,FEMEA,MOSQUEIRO,56.406,22.654,23.981,9.513
8502,ANAMBE,MACHO,MARAJO,81.523,26.687,17.618,15.415
8503,ARARA AZUL,MACHO,MARAJO,1350.905,100.288,106.451,40.546
8504,ANAMBE,MACHO,MOSQUEIRO,85.663,19.186,15.32,14.422
8505,ARARA AZUL,FEMEA,MARAJO,933.452,88.124,94.275,32.039
8506,ARARA AZUL,MACHO,MARAJO,1413.701,97.551,103.601,39.078
8507,PICA-PAU,FEMEA,MOSQUEIRO,57.371,23.682,21.087,9.886
8508,ANAMBE,FEMEA,MOSQUEIRO,73.928,16.662,12.676,14.073
8509,ARARA AZUL,FEMEA,MARAJO,885.638,91.751,98.292,34.181
8510,PICA-PAU,FEMEA,MOSQUEIRO,58.35,19.748,21.06,11.279
8511,ANAMBE,MACHO,MOSQUEIRO,82.286,20.581,14.878,14.23
8512,ARARA AZUL,MACHO,MARAJO,1668.272,96.751,98.769,34.049
8513,ARARA AZUL,MACHO,MARAJO,1300.935,99.163,99.458,41.451
8514,ANAMBE,MACHO,MARAJO,93.267,21.988,17.371,13.562
8515,ARARA AZUL,FEMEA,MARAJO,1281.401,89.094,87.292,33.415
8516,PICA-PAU,FEMEA,MOSQUEIRO,54.307,20.243,24.143,11.477
8517,PICA-PAU,FEMEA,MOSQUEIRO,49.064,19.517,25.663,10.111
8518,ARARA AZUL,FEMEA,MARAJO,1028.6,94.63,103.135,30.877
8519,PICA-PAU,FEMEA,MOSQUEIRO,56.338,21.511,20.421,11.368
8520,PICA-PAU,FEMEA,MOSQUEIRO,56.115,21.023,22.666,9.691
8521,PICA-PAU,MACHO,MOSQUEIRO,73.356,20.16,26.096,10.779
8522,ANAMBE,MACHO,MARAJO,78.883,20.922,18.067,11.992
8523,ARARA AZUL,MACHO,MARAJO,1191.336,99.289,98.597,35.852
8524,PICA-PAU,MACHO,MOSQUEIRO,57.708,23.498,25.39,11.886
8525,ANAMBE,FEMEA,MOSQUEIRO,69.352,14.332,12.305,14.045
8526,ANAMBE,MACHO,MOSQUEIRO,83.405,19.619,15.565,14.21
8527,ANAMBE,MACHO,MOSQUEIRO,81.963,20.942,14.858,11.317
8528,PICA-PAU,MACHO,MOSQUEIRO,61.245,23.18,23.72,12.15
8529,ARARA AZUL,FEMEA,MARAJO,878.646,92.096,85.231,29.805
8530,ARARA AZUL,MACHO,MARAJO,1422.642,97.181,92.838,41.488
8531,ARARA AZUL,MACHO,MARAJO,1464.465,110.692,102.776,36.462
8532,PICA-PAU,FEMEA,MOSQUEIRO,55.378,19.541,21.574,10.634
8533,ARARA AZUL,MACHO,MARAJO,1422.886,110.261,101.783,34.277
8534,ANAMBE,FEMEA,MARAJO,73.18,18.589,13.269,9.515
8535,ANAMBE,FEMEA,MOSQUEIRO,69.902,19.219,11.467,15.728
8536,ANAMBE,MACHO,MOSQUEIRO,81.946,21.272,14.496,12.748
8537,ARARA AZUL,MACHO,MARAJO,1444.473,98.099,108.207,40.647
8538,ARARA AZUL,FEMEA,MARAJO,1167.54,88.569,98.745,30.503
8539,ANAMBE,MACHO,MOSQUEIRO,81.207,19.141,15.719,10.704
8540,PICA-PAU,FEMEA,MOSQUEIRO,49.156,24.06,20.933,10.677
8541,ANAMBE,FEMEA,MOSQUEIRO,,15.645,13.158,13.678
8542,ARARA AZUL,MACHO,MARAJO,1466.593,109.11,94.937,41.338
8543,ARARA AZUL,MACHO,MARAJO,1372.5,94.982,101.839,36.629
8544,ANAMBE,MACHO,MOSQUEIRO,82.606,20.042,15.694,13.505
8545,ANAMBE,MACHO,MOSQUEIRO,80.205,16.023,16.021,11.373
8546,PICA-PAU,FEMEA,MOSQUEIRO,59.421,19.936,25.316,9.937
8547,ARARA AZUL,MACHO,MARAJO,1606.921,101.393,96.911,33.245
8548,ARARA AZUL,MACHO,MARAJO,1460.236,,103.647,38.715
8549,ANAMBE,FEMEA,MOSQUEIRO,73.981,19.879,12.783,11.869
8550,PICA-PAU,FEMEA,MOSQUEIRO,52.722,19.305,20.763,10.326
8551,ANAMBE,FEMEA,MARAJO,69.939,20.183,17.2,10.613
8552,PICA-PAU,MACHO,MOSQUEIRO,68.974,,22.334,12.209
8553,ANAMBE,MACHO,MOSQUEIRO,80.479,21.028,13.917,13.438
8554,ANAMBE,FEMEA,MARAJO,76.714,18.96,16.287,11.498
8555,ARARA AZUL,MACHO,MARAJO,1283.507,,99.364,34.161
8556,ANAMBE,FEMEA,MOSQUEIRO,75.928,20.377,13.804,12.395
8557,ANAMBE,MACHO,MOSQUEIRO,81.583,19.08,14.533,11.401
8558,ARARA AZUL,MACHO,MARAJO,1168.437,98.454,90.756,39.965
8559,ARARA AZUL,MACHO,MARAJO,1388.535,95.248,96.411,37.611
8560,ANAMBE,MACHO,MARAJO,82.441,21.659,16.953,15.93
8561,ARARA AZUL,FEMEA,MARAJO,1124.424,94.794,85.809,27.631
8562,ARARA AZUL,MACHO,MARAJO,1449.641,94.684,100.909,41.662
8563,ARARA AZUL,MACHO,MARAJO,1217.138,93.398,95.682,35.165
8564,ARARA AZUL,FEMEA,MARAJO,1200.496,90.313,99.967,30.098
8565,ANAMBE,MACHO,MOSQUEIRO,75.949,18.569,16.018,12.433
8566,ANAMBE,FEMEA,MOSQUEIRO,72.906,16.603,14.788,14.227
8567,ANAMBE,FEMEA,MOSQUEIRO,71.959,16.992,11.587,14.337
8568,ANAMBE,FEMEA,MARAJO,72.188,17.296,15.255,12.147
8569,ANAMBE,MACHO,MOSQUEIRO,81.081,19.757,15.672,12.028
8570,ARARA AZUL,MACHO,MARAJO,1776.023,101.474,97.564,41.641
8571,ARARA AZUL,FEMEA,MARAJO,1087.27,87.729,96.641,32.302
8572,ANAMBE,FEMEA,MARAJO,71.093,17.622,14.792,9.24
8573,PICA-PAU,FEMEA,MOSQUEIRO,51.723,21.129,20.169,11.526
8574,ANAMBE,MACHO,MOSQUEIRO,77.808,19.99,14.168,14.353
8575,ANAMBE,MACHO,MOSQUEIRO,75.885,23.132,12.17,11.097
8576,PICA-PAU,FEMEA,MOSQUEIRO,,19.865,20.252,9.94
8577,ANAMBE,MACHO,MARAJO,85.065,23.847,17.439,11.148
8578,PICA-PAU,MACHO,MOSQUEIRO,68.593,22.785,23.972,14.01
8579,PICA-PAU,FEMEA,MOSQUEIRO,56.719,18.287,22.643,12.47
8580,ARARA AZUL,FEMEA,MARAJO,835.269,84.06,95.694,32.037
8581,ANAMBE,FEMEA,MARAJO,70.914,16.852,14.584,11.038
8582,ANAMBE,MACHO,MARAJO,83.135,23.33,16.496,12.791
8583,ANAMBE,MACHO,MARAJO,74.988,23.514,16.384,12.448
8584,ANAMBE,MACHO,MOSQUEIRO,79.872,18.693,13.198,13.286
8585,PICA-PAU,FEMEA,MOSQUEIRO,49.508,20.11,22.43,9.058
8586,ARARA AZUL,MACHO,MARAJO,1141.998,,96.342,36.722
8587,ANAMBE,MACHO,MOSQUEIRO,82.389,18.172,16.52,14.437
8588,ANAMBE,MACHO,MOSQUEIRO,81.165,18.475,15.366,9.88
8589,PICA-PAU,FEMEA,MOSQUEIRO,55.132,23.84,23.239,9.925
8590,PICA-PAU,MACHO,MOSQUEIRO,65.11,20.71,26.244,10.619
8591,PICA-PAU,FEMEA,MOSQUEIRO,56.555,20.727,20.448,9.8
8592,ARARA AZUL,FEMEA,MARAJO,1071.914,99.753,93.274,36.073
8593,PICA-PAU,FEMEA,MOSQUEIRO,46.787,22.417,21.607,10.064
8594,ARARA AZUL,FEMEA,MARAJO,1198.256,87.651,82.431,28.13
8595,ANAMBE,FEMEA,MOSQUEIRO,73.581,17.464,11.798,12.772
8596,ANAMBE,MACHO,MOSQUEIRO,78.118,17.847,14.993,13.498
8597,ANAMBE,FEMEA,MARAJO,65.916,18.021,13.327,9.873
8598,PICA-PAU,FEMEA,MOSQUEIRO,49.359,20.853,21.679,10.287
8599,ARARA AZUL,FEMEA,MARAJO,1224.567,82.398,90.656,32.702
8600,PICA-PAU,MACHO,MOSQUEIRO,65.816,20.42,25.691,12.395
8601,ANAMBE,FEMEA,MOSQUEIRO,72.473,16.239,13.326,15.509
8602,ARARA AZUL,MACHO,MARAJO,1208.574,110.565,101.114,38.239
8603,ARARA AZUL,FEMEA,MARAJO,1092.852,82.732,80.443,36.33
8604,PICA-PAU,FEMEA,MOSQUEIRO,52.123,20.695,19.663,7.685
8605,ANAMBE,FEMEA,MOSQUEIRO,71.057,15.962,12.702,11.684
8606,ARARA AZUL,MACHO,MARAJO,1446.841,94.776,92.766,36.641
8607,PICA-PAU,FEMEA,MOSQUEIRO,57.087,22.39,21.61,9.557
8608,ARARA AZUL,MACHO,MARAJO,1248.735,101.668,99.459,36.706
8609,PICA-PAU,FEMEA,MOSQUEIRO,52.538,19.515,19.622,11.22
8610,PICA-PAU,FEMEA,MOSQUEIRO,56.976,20.043,21.693,9.965
8611,ANAMBE,MACHO,MOSQUEIRO,81.36,20.664,13.9,15.479
8612,ARARA AZUL,FEMEA,MARAJO,1110.161,100.165,89.266,38.076
8613,ANAMBE,FEMEA,MOSQUEIRO,61.941,16.489,12.672,13.513
8614,ARARA AZUL,FEMEA,MARAJO,904.648,83.531,84.889,32.282
8615,ANAMBE,FEMEA,MOSQUEIRO,62.919,15.766,13.536,12.428
8616,ANAMBE,MACHO,MOSQUEIRO,80.461,20.978,14.532,13.44
8617,PICA-PAU,FEMEA,MOSQUEIRO,54.728,19.799,21.846,8.699
8618,ARARA AZUL,FEMEA,MARAJO,996.093,89.521,90.838,30.176
8619,PICA-PAU,FEMEA,MOSQUEIRO,50.721,20.605,22.372,8.632
8620,ARARA AZUL,FEMEA,MARAJO,977.822,,92.019,32.591
8621,ARARA AZUL,MACHO,MARAJO,1444.503,109.158,102.936,35.166
8622,ANAMBE,MACHO,MARAJO,92.801,20.298,17.64,16.575
8623,PICA-PAU,MACHO,MOSQUEIRO,60.492,21.856,25.925,11.786
8624,ARARA AZUL,FEMEA,MARAJO,1085.933,90.582,95.674,29.5
8625,PICA-PAU,MACHO,MOSQUEIRO,65.512,23.342,21.604,12.839
8626,ANAMBE,MACHO,MOSQUEIRO,83.078,18.7,14.22,13.862
8627,ANAMBE,MACHO,MOSQUEIRO,83.508,21.853,15.155,10.682
8628,PICA-PAU,MACHO,MOSQUEIRO,59.543,21.448,23.124,12.469
8629,ANAMBE,FEMEA,MOSQUEIRO,70.61,16.537,13.949,14.845
8630,ANAMBE,MACHO,MOSQUEIRO,82.07,20.531,15.407,12.95
8631,ANAMBE,MACHO,MARAJO,78.404,22.923,17.55,12.346
8632,ANAMBE,FEMEA,MOSQUEIRO,74.199,14.707,13.544,12.262
8633,ANAMBE,MACHO,MOSQUEIRO,82.429,20.649,15.877,10.717
8634,ARARA AZUL,MACHO,MARAJO,1647.037,109.457,107.248,37.072
8635,ARARA AZUL,MACHO,MARAJO,1256.603,102.209,110.77,40.403
8636,ANAMBE,FEMEA,MOSQUEIRO,76.817,18.07,12.031,14.513
8637,ANAMBE,MACHO,MOSQUEIRO,76.72,16.751,13.915,12.924
8638,ANAMBE,FEMEA,MARAJO,69.227,16.388,13.698,11.076
8639,ANAMBE,FEMEA,MOSQUEIRO,67.318,17.857,13.229,13.45
8640,ANAMBE,MACHO,MOSQUEIRO,72.945,17.948,14.465,11.976
8641,ARARA AZUL,MACHO,MARAJO,1504.7,95.373,98.152,33.687
8642,ARARA AZUL,MACHO,MARAJO,1680.462,99.807,100.468,34.777
8643,ARARA AZUL,FEMEA,MARAJO,1110.886,91.236,89.137,28.319
8644,ARARA AZUL,FEMEA,MARAJO,1161.871,92.993,93.492,35.077
8645,ANAMBE,FEMEA,,69.611,16.961,14.554,7.454
8646,ANAMBE,FEMEA,MARAJO,75.498,22.423,13.541,12.812
8647,ANAMBE,FEMEA,MOSQUEIRO,77.841,19.467,12.235,13.974
8648,ANAMBE,FEMEA,MOSQUEIRO,62.796,16.352,14.182,13.942
8649,PICA-PAU,FEMEA,MOSQUEIRO,54.345,20.786,22.579,10.74
8650,ANAMBE,MACHO,MARAJO,86.628,23.222,16.471,13.496
8651,PICA-PAU,FEMEA,MOSQUEIRO,61.991,19.351,18.89,9.037
8652,ARARA AZUL,MACHO,MARAJO,1293.748,98.557,103.429,39.773
8653,ANAMBE,FEMEA,MARAJO,79.377,19.978,16.998,13.487
8654,ANAMBE,FEMEA,MARAJO,74.088,20.766,15.548,11.267
8655,ANAMBE,MACHO,MOSQUEIRO,84.585,21.165,15.242,13.591
8656,ANAMBE,MACHO,MOSQUEIRO,73.24,20.463,15.535,11.655
8657,PICA-PAU,FEMEA,MOSQUEIRO,68.365,20.996,23.343,10.416
8658,ANAMBE,FEMEA,MOSQUEIRO,67.69,16.582,12.762,14.463
8659,ANAMBE,MACHO,MOSQUEIRO,69.893,20.739,15.41,13.988
8660,ANAMBE,MACHO,MOSQUEIRO,79.919,22.482,12.759,13.394
8661,ARARA AZUL,MACHO,MARAJO,1373.329,94.254,93.523,39.96
8662,ANAMBE,MACHO,,78.36,18.69,15.806,14.873
8663,ANAMBE,FEMEA,MOSQUEIRO,70.904,16.674,13.039,13.389
8664,ANAMBE,FEMEA,MARAJO,71.494,21.267,16.71,12.042
8665,ANAMBE,MACHO,MOSQUEIRO,85.45,19.765,17.224,10.878
8666,ANAMBE,FEMEA,MOSQUEIRO,71.273,18.123,13.248,14.714
8667,ARARA AZUL,FEMEA,MARAJO,1293.786,94.214,95.147,38.914
8668,PICA-PAU,MACHO,MOSQUEIRO,67.437,22.405,24.495,12.662
8669,PICA-PAU,FEMEA,MOSQUEIRO,58.299,21.567,21.057,10.047
8670,ANAMBE,FEMEA,MARAJO,65.82,18.517,16.26,12.289
8671,PICA-PAU,FEMEA,MOSQUEIRO,59.586,,20.747,9.199
8672,PICA-PAU,FEMEA,MOSQUEIRO,56.397,22.764,23.123,8.939
8673,PICA-PAU,FEMEA,MOSQUEIRO,56.824,18.77,21.536,10.681
8674,ANAMBE,MACHO,MOSQUEIRO,75.397,18.376,14.269,10.631
8675,ANANBE,FEMEA,MOSQUEIRO,63.42,17.328,14.226,11.299
8676,ANAMBE,FEMEA,MARAJO,70.184,19.991,13.957,11.551
8677,ANAMBE,FEMEA,MARAJO,68.977,18.256,14.722,13.303
8678,ANAMBE,MACHO,MOSQUEIRO,84.665,23.94,16.423,12.093
8679,ANAMBE,MACHO,MARAJO,80.026,20.661,15.356,14.674
8680,ANAMBE,FEMEA,MOSQUEIRO,71.685,19.184,13.349,13.033
8681,ANAMBE,MACHO,MARAJO,84.873,25.851,16.942,15.105
8682,ANAMBE,MACHO,MARAJO,83.787,20.06,15.522,15.46
8683,ARARA AZUL,MACHO,MARAJO,1409.517,100.284,87.066,34.24
8684,ARARA AZUL,MACHO,MARAJO,1315.826,97.595,97.434,40.24
8685,ARARA AZUL,FEMEA,MARAJO,1171.377,92.782,83.159,30.345
8686,ANAMBE,MACHO,MOSQUEIRO,78.308,18.92,16.107,12.219
8687,ARARA AZUL,MACHO,MARAJO,1494.047,103.693,103.095,41.688
8688,PICA-PAU,MACHO,MOSQUEIRO,69.765,22.419,25.28,10.405
8689,ARARA AZUL,FEMEA,MARAJO,1174.001,89.685,92.098,32.032
8690,ANAMBE,MACHO,MOSQUEIRO,85.789,19.813,16.256,13.623
8691,ARARA AZUL,MACHO,MARAJO,1507.779,101.339,92.169,41.013
8692,ANAMBE,MACHO,MARAJO,90.507,19.176,16.64,14.567
8693,ARARA AZUL,MACHO,MARAJO,1429.154,99.265,104.141,40.597
8694,ANAMBE,MACHO,MOSQUEIRO,80.248,16.54,16.555,12.9
8695,ARARA AZUL,MACHO,MARAJO,1641.434,97.626,94.633,39.62
8696,ARARA AZUL,MACHO,MARAJO,1405.275,95.269,98.244,40.544
8697,ANAMBE,FEMEA,MOSQUEIRO,69.897,18.485,12.451,15.023
8698,ANAMBE,FEMEA,MOSQUEIRO,68.337,20.844,13.041,14.241
8699,PICA-PAU,FEMEA,MOSQUEIRO,47.958,19.346,20.759,7.786
8700,ANAMBE,MACHO,MOSQUEIRO,75.604,19.302,16.121,12.805
8701,PICA-PAU,MACHO,MOSQUEIRO,61.992,22.014,24.927,12.044
8702,ANAMBE,FEMEA,MOSQUEIRO,69.661,17.186,13.118,13.384
8703,ARARA AZUL,MACHO,MARAJO,1352.181,99.5,91.406,41.156
8704,PICA-PAU,MACHO,MOSQUEIRO,59.56,22.688,21.978,12.249
8705,PICA-PAU,FEMEA,MOSQUEIRO,54.721,18.96,23.35,9.341
8706,ANAMBE,MACHO,MOSQUEIRO,75.42,24.404,15.967,13.429
8707,ANAMBE,FEMEA,MOSQUEIRO,70.472,15.941,12.33,15.571
8708,ARARA AZUL,MACHO,MARAJO,1268.078,,103.781,36.859
8709,PICA-PAU,MACHO,MOSQUEIRO,63.753,23.273,23.932,11.33
8710,ANAMBE,MACHO,MOSQUEIRO,78.663,18.115,16.214,13.726
8711,ANAMBE,FEMEA,MOSQUEIRO,66.297,20.238,13.922,15.139
8712,ANAMBE,MACHO,MOSQUEIRO,70.749,17.949,14.507,10.483
8713,PICA-PAU,FEMEA,MOSQUEIRO,51.645,20.516,20.202,10.425
8714,ANAMBE,MACHO,MOSQUEIRO,81.835,19.014,14.277,14.294
8715,ARARA AZUL,FEMEA,MARAJO,1091.522,89.518,92.512,32.581
8716,ANAMBE,FEMEA,MOSQUEIRO,74.575,17.607,12.731,17.533
8717,ANAMBE,FEMEA,MOSQUEIRO,76.314,16.682,13.194,14.011
8718,PICA-PAU,MACHO,MOSQUEIRO,64.171,22.98,24.532,14.11
8719,ARARA AZUL,MACHO,MARAJO,1308.609,99.514,106.821,37.53
8720,PICA-PAU,FEMEA,MOSQUEIRO,61.748,23.151,21.67,10.374
8721,ANAMBE,MACHO,MOSQUEIRO,81.543,24.245,15.874,11.806
8722,PICA-PAU,FEMEA,MOSQUEIRO,42.572,20.972,20.295,9.318
8723,ARARA AZUL,MACHO,MARAJO,1174.987,95.179,99.198,37.733
8724,ANAMBE,FEMEA,MOSQUEIRO,60.727,16.919,12.996,14.665
8725,ARARA AZUL,FEMEA,MARAJO,860.966,79.461,87.956,33.541
8726,PICA-PAU,MACHO,MOSQUEIRO,55.359,20.941,25.819,12.495
8727,PICA-PAU,FEMEA,MOSQUEIRO,49.168,19.48,21.766,9.801
8728,ANAMBE,FEMEA,MARAJO,68.203,18.973,14.936,12.112
8729,PICA-PAU,FEMEA,MOSQUEIRO,52.491,22.696,20.381,10.299
8730,ANAMBE,MACHO,MARAJO,83.65,21.595,16.641,11.913
8731,ANAMBE,MACHO,MARAJO,93.028,23.447,16.129,16.772
8732,ARARA AZUL,MACHO,MARAJO,1272.377,109.745,98.605,33.944
8733,ARARA AZUL,FEMEA,MARAJO,1087.092,96.559,86.936,27.872
8734,ANAMBE,FEMEA,MARAJO,70.957,20.27,16.179,12.301
8735,ARARA AZUL,MACHO,MARAJO,1511.539,91.992,103.342,38.826
8736,ARARA AZUL,MACHO,MARAJO,1748.131,102.93,102.633,37.672
8737,ANAMBE,FEMEA,MOSQUEIRO,66.879,16.557,12.883,14.119
8738,ANAMBE,MACHO,MOSQUEIRO,77.542,24.546,14.529,11.325
8739,ARARA AZUL,MACHO,MARAJO,1436.242,99.461,103.398,39.618
8740,ANAMBE,MACHO,MARAJO,87.048,21.865,16.762,15.715
8741,ANAMBE,FEMEA,MOSQUEIRO,78.572,16.693,15.339,13.844
8742,ARARA AZUL,FEMEA,MARAJO,1014.44,92.949,86.297,28.614
8743,PICA-PAU,FEMEA,MOSQUEIRO,58.219,18.804,21.965,11.056
8744,ANAMBE,MACHO,MARAJO,88.144,21.241,17.957,14.906
8745,ARARA AZUL,MACHO,MARAJO,1307.698,105.785,90.002,39.349
8746,ARARA AZUL,FEMEA,MARAJO,985.909,102.066,81.884,30.927
8747,ANAMBE,FEMEA,MOSQUEIRO,67.944,17.658,11.829,12.221
8748,ANAMBE,FEMEA,MOSQUEIRO,75.772,14.706,13.131,14.315
8749,ANAMBE,MACHO,MOSQUEIRO,80.533,23.596,14.642,13.822
8750,ANAMBE,MACHO,MOSQUEIRO,78.637,19.405,15.356,13.195
8751,ARARA AZUL,MACHO,MARAJO,1359.622,98.449,105.371,34.445
8752,ANAMBE,MACHO,MOSQUEIRO,81.935,21.769,13.455,12.111
8753,ANAMBE,FEMEA,MARAJO,65.488,19.165,16.219,11.736
8754,ANAMBE,FEMEA,MARAJO,58.545,19.357,15.833,14.69
8755,ANAMBE,FEMEA,MOSQUEIRO,63.562,17.482,13.355,11.041
8756,ANAMBE,MACHO,MOSQUEIRO,85.788,20.363,16.043,14.815
8757,ARARA AZUL,FEMEA,MARAJO,982.768,86.586,81.388,24.193
8758,ARARA AZUL,MACHO,MARAJO,1356.648,106.17,101.047,42.366
8759,ANAMBE,MACHO,MOSQUEIRO,78.471,19.211,16.069,14.543
8760,ANAMBE,FEMEA,MARAJO,76.341,17.547,15.933,11.742
8761,ANAMBE,FEMEA,MARAJO,75.367,18.448,14.853,15.231
8762,PICA-PAU,FEMEA,MOSQUEIRO,48.108,19.409,21.961,9.962
8763,ANAMBE,FEMEA,,76.852,19.941,13.327,13.563
8764,PICA-PAU,MACHO,MOSQUEIRO,65.874,20.724,24.242,13.446
8765,ANAMBE,MACHO,MOSQUEIRO,72.52,21.856,15.927,13.123
